,hotel_name,rating,room_description,price,location_descirption,long_description
975,ClassBedroom Eixample Free Apartments,8.2,"Three-Bedroom Apartment - Calle Corsega 211
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²
4 beds (2 singles, 1 double, 1 bunk bed)
Only 1 left at this price on our site","€ 2,793","Eixample, BarcelonaShow on map1.4 km from centreMetro access","You're eligible for a Genius discount at ClassBedroom Eixample Free Apartments! To save at this property, all you have to do is sign in.
Set in different locations in Barcelona’s Eixample District, air-conditioned apartments at ClassBedroom Eixample Free Apartments offer flat-screen TVs.

Modern and bright, all apartments include a living-dining room and a bathroom. Their kitchens are equipped with a microwave, hob and fridge. Some also have an oven and dishwasher. Bed linen and towels are provided.

Many bars, shops and restaurants can be found near to all the apartments. Barcelona’s lively Gracia District is within 20 minutes’ walk of all the apartments, and much closer to some.

An airport shuttle service can be arranged upon request and for an extra charge. Trains to Barcelona Airport leave from Passeig de Gracia Station, also within a 20-minute walk of the different apartments."
976,Hotel Casa Bonay,9.0,"Double Room
1 large double bed","€ 1,819","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","Located in central Barcelona, 200 metres from Tetuan Metro Station, Hotel Casa Bonay is a boutique hotel offering a shared terrace and free WiFi throughout. Plaça Catalunya is 10 minutes’ walk away.

Set in a 19th-century Neoclassical residential building, all rooms at Hotel Casa Bonay hotel are soundproofed and combine traditional features such as mosaic floors and modern textiles, lighting and furniture. They come with a minibar filled with local refreshments and snacks, complimentary WiFi, premium TV, selected magazines, air conditioning and ceiling fans in most rooms. The bathroom comes with natural soap from Mailin+Goetz. Some rooms include a sofa, a terrace or balcony.

Casa Bonay hotel also offers a dynamic and unique culinary experience. Guests will find a Satan’s Coffee Corner café and Bodega Bonay's cuisine on site.

The popular Passeig de Gracia Street, with shops and restaurants, is 700 metres away.  A 20-minute walk will take you to Gaudi’s Sagrada Familia. Barceloneta Beach is 4 metro stops away from Hotel Casa Bonay."
977,Hotel Casa Bonay,9.0,"Double Room
1 large double bed","€ 1,819","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","Located in central Barcelona, 200 metres from Tetuan Metro Station, Hotel Casa Bonay is a boutique hotel offering a shared terrace and free WiFi throughout. Plaça Catalunya is 10 minutes’ walk away.

Set in a 19th-century Neoclassical residential building, all rooms at Hotel Casa Bonay hotel are soundproofed and combine traditional features such as mosaic floors and modern textiles, lighting and furniture. They come with a minibar filled with local refreshments and snacks, complimentary WiFi, premium TV, selected magazines, air conditioning and ceiling fans in most rooms. The bathroom comes with natural soap from Mailin+Goetz. Some rooms include a sofa, a terrace or balcony.

Casa Bonay hotel also offers a dynamic and unique culinary experience. Guests will find a Satan’s Coffee Corner café and Bodega Bonay's cuisine on site.

The popular Passeig de Gracia Street, with shops and restaurants, is 700 metres away.  A 20-minute walk will take you to Gaudi’s Sagrada Familia. Barceloneta Beach is 4 metro stops away from Hotel Casa Bonay."
978,Apartment Eixample Esquerre Arago Rocafort by Interhome,5.4,"Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²
3 single beds
Free cancellation
Only 1 left at this price on our site","€ 1,263","Eixample, BarcelonaShow on map1.7 km from centreMetro access","Boasting air-conditioned accommodation with a balcony, Apartment Eixample Esquerre Arago Rocafort by Interhome is set in Barcelona. This 3-star apartment offers a lift. Passeig de Gracia is 2.1 km away and Casa Batllo is 1.8 km from the apartment.

The spacious apartment has 2 bedrooms, a flat-screen TV, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a bath.

Popular points of interest near the apartment include Sants Railway Station, Magic Fountain of Montjuic and Passeig de Gracia Metro Station. The nearest airport is Barcelona El Prat Airport, 11 km from Apartment Eixample Esquerre Arago Rocafort by Interhome."
979,Bright and modern Duplex with terrace in Eixample district P1,6.6,"Apartment
3 beds (2 singles, 1 double)
Free cancellation
Only 1 left at this price on our site","€ 2,479","Eixample, BarcelonaShow on map1.8 km from centreMetro access","You're eligible for a Genius discount at Bright and modern Duplex with terrace in Eixample district P1! To save at this property, all you have to do is sign in.
Bright and modern Duplex with terrace in Eixample district P1 has a patio and is set in Barcelona, within just 1.2 km of Magic Fountain of Montjuic and 2 km of Casa Batllo. It is located 2.6 km from Passeig de Gracia and offers a lift. Free WiFi is available throughout the property and Sants Railway Station is 1.1 km away.

The spacious apartment has 2 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a fridge and a stovetop. For added privacy, the accommodation features a private entrance.

Plaça Catalunya is 2.6 km from the apartment, while Passeig de Gracia Metro Station is 2.7 km from the property. The nearest airport is Barcelona El Prat Airport, 11 km from Bright and modern Duplex with terrace in Eixample district P1."
980,Putxet by gaiarooms,5.7,"Economy Double Room
1 double bed
Free cancellation
Only 6 rooms left at this price on our site",€ 901,"Sarrià-St. Gervasi, BarcelonaShow on map3 km from centreMetro access","Putxet by gaiarooms is just 600 metres from Gaudí’s Park Güell, in a quiet residential area. It offers good-value accommodation, with free Wi-Fi internet and easy access to Barcelona city centre.

The guesthouse is set in the elegant Sant Gervasi area. The bars and restaurants of Gràcia are within minutes.

Hostal Putxet is a short walk from Lesseps Metro Station and Padua Station. Plaça Catalunya is just 4 stops away.

Please note there is no lift in the building.

Rooms at the guesthouse are simple and comfortable. They all have an en suite bathroom with a hairdryer. Rooms have central air conditioning and flat-screen satellite TV."
981,BCN Urbaness Hotels Bonavista,8.1,"Double Room
1 double bed
Free cancellation
Only 5 rooms left at this price on our site","€ 1,170","Gràcia, BarcelonaShow on map1.5 km from centreMetro access","Boasting a Burger Bar (consult schedules) and a Terrace., BCN Urbaness Hotels Bonavista is set in Barcelona, 400 metres from La Pedrera and less than 1 km from Casa Batllo. Among the facilities at this property are a 24-hour front desk and a tour desk, along with free WiFi throughout the property. The guest house has family rooms.

All rooms have a private bathroom, while some rooms also offer a balcony and others also have a city view.

Popular points of interest near the guest house include Passeig de Gracia, Sagrada Familia and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 13 km from BCN Urbaness Hotels Bonavista."
982,Room con baño privado sagrada familia,6.8,"Suite
Private suite
1 double bed
Free cancellation
Only 1 left at this price on our site","€ 1,238","Eixample, BarcelonaShow on map2 km from centreMetro accessBeach nearby","Room con baño privado sagrada familia is set in the Eixample district of Barcelona, 500 metres from Sagrada Familia, 1.9 km from La Pedrera and 2.3 km from Casa Batllo. It is situated 3 km from Bogatell Beach and features a lift. Free WiFi is available throughout the property and Nova Icaria Beach is 2.6 km away.

The aparthotel has 1 bedroom and 1 bathroom with a shower. Towels and bed linen are offered in the aparthotel.

Passeig de Gracia is 2.7 km from the aparthotel, while Passeig de Gracia Metro Station is 2.8 km from the property. The nearest airport is Barcelona El Prat Airport, 15 km from Room con baño privado sagrada familia."
983,Recently renovated 3 bedrooms in Poble Sec,7.0,"Apartment
3 beds (2 doubles, 1 bunk bed)
Free cancellation
Only 1 left at this price on our site","€ 3,964","Sants-Montjuïc, BarcelonaShow on map1.5 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Recently renovated 3 bedrooms in Poble Sec! To save at this property, all you have to do is sign in.
Set in Barcelona, 2.9 km from Sant Miquel Beach and 3 km from Somorrostro Beach, Recently renovated 3 bedrooms in Poble Sec offers air conditioning. It is situated 1.8 km from Santa Maria del Mar and provides a lift. The property is non-smoking and is located 1.6 km from Magic Fountain of Montjuic.

With free WiFi, this 3-bedroom apartment offers a TV, a washing machine and a fully equipped kitchen with a microwave and fridge. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Plaça Catalunya, Boqueria Market and Palau de la Musica Catalana. The nearest airport is Barcelona El Prat Airport, 12 km from Recently renovated 3 bedrooms in Poble Sec."
984,Hotel España Ramblas,8.4,"Double or Twin Room
Beds: 1 double or 2 singles","€ 1,893","Ciutat Vella, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","Hotel España is situated in a 19th-century building in central Barcelona, within 100 metres of the Ramblas and Liceu Theatre and 200 metres from Boqueria Market. Its Mediterranean restaurant is run by famous chef Martín Berasategui. There is free high-speed WiFi available throughout.

The stylish and elegant rooms include a flat-screen TV and air conditioning. They also come with a modern bathroom.

Hotel España offers a variety of drinks and cocktails at AlAire rooftop terrace bar. There is also a small swimming pool.

Liceu Metro Station is 100 metres away and the Gothic Quarter is less than 5 minutes’ walk away."
985,Antiga Casa Buenavista,9.4,"Double Room Raval
1 large double bed
Breakfast included
Only 6 rooms left at this price on our site","€ 2,953","Ciutat Vella, BarcelonaShow on map0.6 km from centreMetro accessBeach nearby","Conveniently set in the centre of Barcelona, Antiga Casa Buenavista provides air-conditioned rooms, an outdoor swimming pool, free WiFi and a shared lounge. Less than 1 km from Passeig de Gracia and a 8-minute walk from Plaça Catalunya, the property features a terrace and a bar. The accommodation offers a business centre, a concierge service and organising tours for guests.

At the hotel, the rooms have a desk. Each room has a coffee machine, while some have a balcony. Guest rooms in Antiga Casa Buenavista are equipped with a flat-screen TV with satellite channels and a computer.

At the accommodation you will find a restaurant serving Catalan, Mediterranean and Spanish cuisine. Vegetarian and gluten-free options can also be requested.

Speaking Catalan, English, Spanish and French, staff are willing to help at the 24-hour front desk.

Popular points of interest near Antiga Casa Buenavista include Passeig de Gracia Metro Station, Boqueria Market and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 12 km from the hotel."
986,Stay U-nique Apartments Aribau II,8.9,"Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 80m²
3 beds (2 doubles, 1 bunk bed)
Only 1 left at this price on our site","€ 6,078","Sarrià-St. Gervasi, BarcelonaShow on map2.2 km from centreMetro access","Offering free WiFi,Stay U-nique Apartments Aribau II is located in Barcelona’s Sant Gervasi District, 5 minutes’ walk from Diagonal Avenue. The modern apartment features wooden floors and air conditioning.

The 3-bedroom apartment has a living room with a sofa and flat-screen TV. The kitchen is equipped with a washing machine, oven and microwave. There are 3 bathrooms.

A wide variety of shops, bars and restaurants can be found in the area. The Turó Park is 600 metres from the apartment.

Sant Gervasi Metro Station, set 500 metres from the apartment, offers connection to Plaça Catalunya. Guests can reach Passeig de Gracia and Gaudí’s La Pedrera within a 15-minute walk."
